package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
nestedRanksTest,1,0,2,1,0,1,0,462,4,0.024416,0,3,4,0,1,0.01799,0,0,0,0,2,0.005322,63,1
nestfs,1,6,2,0,1,1,0,92,6,0.040744,20,5,5,0,0,0,0,0,1,0.159912,0,0,84,1
net.security,1,7,2,1,1,1,0,207,6,0.065273,0,4,0,0,0,0,0,0,4,1.6e-4,4,0.003117,49,1
netassoc,2,3,0,2,0,0,0,384,5,0.010738,7,0,0,0,0,0,0,0,0,0,0,0,95,1
netchain,1,6,4,0,1,0,0,525,5,0.029184,5,7,0,0,1,0.021789,2,0.008607,0,0,1,0.002117,267,1
NetCluster,4,0,0,2,0,0,0,72,1,0.002873,1,0,0,0,0,0,0,0,0,0,0,0,53,1
netcoh,3,1,0,2,0,0,0,256,2,0.019497,3,1,1,0,0,0,4,0.025522,0,0,0,0,124,1
netCoin,4,3,3,1,0,0,0,196,6,0.075567,12,24,13,0,1,0.009558,0,0,7,0.004294,0,0,113,1
netcom,1,7,0,1,1,1,0,484,3,0.022288,0,3,0,0,0,0,0,0,0,0,0,0,47,1
NetComp,2,1,0,1,0,0,0,407,7,0.015172,1,1,0,0,0,0,3,0.010472,0,0,0,0,39,1
NetData,4,0,0,0,0,0,0,69,1,1.3e-5,0,0,0,0,0,0,0,0,8,0.134459,0,0,31,1
netdep,1,5,2,0,1,0,0,323,4,0.012758,13,8,0,0,1,0.003468,0,0,0,0,1,0.001371,88,1
netdiffuseR,1,16,6,1,1,1,0,606,33,0.467692,74,105,70,0,4,0.03055,17,0.112691,0,0,31,0.089379,277,1
netgen,1,4,1,4,1,1,0,254,36,0.077218,13,26,5,0,0,0,0,0,0,0,12,0.017775,82,1
netgsa,1,0,1,5,0,0,0,160,19,0.041185,3,0,0,0,0,0,0,0,5,0.308429,0,0,100,1
netgwas,1,10,1,1,0,0,0,1240,25,0.077504,11,14,7,0,0,0,0,0,5,0.148269,7,0.007411,175,1
NetIndices,3,0,1,2,0,0,0,347,9,0.020795,0,1,0,0,0,0,0,0,2,7.1e-4,0,0,58,1
netjack,1,5,2,1,1,0,0,250,5,0.043897,0,18,0,0,2,0.01769,0,0,2,0.002373,0,0,101,1
NetLogoR,1,14,8,2,1,0,0,1511,13,0.283246,37,90,6,96,2,0.041928,0,0,0,0,8,0.175266,427,1
netmeta,1,2,4,1,0,1,0,1361,65,0.446567,7,0,20,0,0,0,0,0,0,0,0,0,320,1
NetOrigin,1,3,0,1,1,0,0,327,8,0.051826,11,17,7,0,0,0,0,0,4,0.041668,0,0,148,1
NetPreProc,2,1,1,1,0,0,0,59,1,0.01484,2,0,0,1,0,0,1,0.004204,0,0,0,0,66,1
netrankr,1,2,8,1,1,1,0,613,27,0.090227,1,31,0,0,9,0.065651,20,0.033961,1,6.39e-4,7,0.014188,153,1
netregR,1,4,2,1,1,0,0,533,8,0.077832,15,6,10,0,1,0.017482,0,0,2,0.092645,0,0,112,1
NetRep,1,10,4,2,1,0,0,128,19,0.308045,12,19,0,2,1,0.04984,19,0.091056,1,0.490168,2,0.003902,245,1
nets,1,2,0,0,0,1,0,37,1,0.006442,1,1,2,0,0,0,1,0.020376,0,0,0,0,57,1
netSEM,1,11,2,1,1,0,0,689,19,0.152934,17,7,2,0,6,0.024586,0,0,6,0.021215,0,0,128,1
NetSwan,1,0,0,1,0,0,0,81,4,0.002631,6,0,0,0,0,0,0,0,0,0,0,0,50,1
NetWeaver,2,0,2,1,0,0,0,163,24,0.023345,2,1,0,0,1,0.011231,0,0,1,0.006969,0,0,97,1
network,1,0,3,2,0,0,0,163,12,0.209945,4,2,0,0,1,0.080152,9,0.108516,2,0.007498,0,0,130,1
NetworkChange,3,11,0,4,1,0,0,304,28,0.186235,17,25,0,0,0,0,0,0,2,0.038604,0,0,169,1
NetworkComparisonTest,2,7,0,0,1,0,0,498,2,0.01491,7,0,2,0,0,0,0,0,0,0,0,0,179,1
networkD3,1,3,2,1,1,0,0,80,11,0.05833,12,25,0,0,0,0,0,0,3,0.012074,0,0,56,1
NetworkDistance,1,13,1,1,1,1,0,380,16,0.046597,23,10,0,0,0,0,7,0.009045,1,0.002013,0,0,167,1
networkDynamic,1,2,1,2,0,0,0,176,13,0.236964,4,1,0,0,1,0.069357,13,0.088474,5,0.092924,0,0,177,1
networkDynamicData,1,0,0,3,0,0,0,134,0,0,0,0,0,0,0,0,0,0,9,1.552094,0,0,36,1
NetworkExtinction,1,9,2,1,1,1,0,153,4,0.017991,33,6,0,0,1,0.013504,0,0,2,0.007834,0,0,119,1
networkGen,1,3,0,0,1,0,0,71,17,0.18702,7,7,0,0,0,0,0,0,0,0,0,0,54,1
NetworkInference,1,6,7,0,1,0,0,288,9,0.05935,7,11,5,0,2,0.014487,14,0.03182,4,0.089178,4,0.004824,155,1
networkR,1,1,1,3,1,0,0,496,6,0.01379,7,6,0,0,0,0,3,0.006885,0,0,2,0.002418,133,1
networkreporting,1,8,2,1,1,0,0,187,12,0.066849,22,18,0,0,1,0.014548,0,0,2,0.027684,5,0.01397,80,1
NetworkRiskMeasures,2,3,2,1,1,0,0,134,7,0.045488,8,12,11,0,0,0,0,0,1,0.004569,4,0.018429,125,1
NetworkSim,4,2,4,1,1,0,0,95,5,0.006681,0,4,0,0,0,0,0,0,5,4.714484,0,0,52,1
networksis,1,0,0,1,0,0,0,172,2,0.00476,3,0,1,0,0,0,4,0.014963,1,0.00156,0,0,41,1
networkTomography,3,6,0,1,0,1,0,676,12,0.103636,11,35,0,0,0,0,3,0.004594,3,0.187596,0,0,97,1
NetworkToolbox,1,13,0,1,1,0,0,957,64,0.218855,32,61,0,0,0,0,0,0,2,0.011941,0,0,139,1
networktools,1,18,1,1,1,0,0,87,19,0.130525,13,15,20,0,0,0,0,0,2,0.008599,0,0,200,1
networktree,1,10,1,1,1,0,0,104,5,0.02047,25,2,3,0,0,0,0,0,1,0.365453,0,0,93,1
neural,1,0,0,0,0,0,0,57,4,0.024094,0,0,0,0,0,0,0,0,3,0.001503,0,0,43,1
neuralnet,1,5,0,1,0,0,0,428,6,0.071182,0,5,0,0,0,0,0,0,0,0,0,0,43,1
NeuralNetTools,1,5,3,1,1,0,0,240,6,0.086068,18,8,28,0,0,0,0,0,1,0.076344,0,0,91,1
neurobase,1,8,8,2,1,0,0,211,62,0.144374,35,74,33,12,2,0.042156,0,0,0,0,12,0.008914,216,1
neuroblastoma,1,0,0,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,1,8.0042,0,0,30,1
neurohcp,1,5,4,1,1,0,0,137,11,0.019614,11,25,0,0,1,0.004593,0,0,3,0.372052,0,0,60,1
neuroim,1,8,3,8,1,0,0,252,25,0.245049,20,111,0,68,3,0.006426,2,0.002176,1,3.92e-4,1,6.06e-4,278,1
neuropsychology,1,16,1,2,1,1,0,163,18,0.022713,16,0,0,0,0,0,0,0,3,0.383235,12,1.129114,204,1
neuRosim,3,0,0,2,0,0,0,315,20,0.036186,1,1,0,0,0,0,1,0.001636,0,0,0,0,67,1
neutralitytestr,1,6,3,1,1,1,0,372,6,0.013199,0,5,2,0,1,0.00753,0,0,2,0.029262,2,0.001058,75,1
neverhpfilter,1,2,4,1,1,1,0,290,16,0.037643,3,2,0,0,1,0.011359,0,0,14,0.101484,2,4.07e-4,71,1
Newdistns,2,0,0,1,0,0,0,890,1,0.098297,2,0,0,0,0,0,0,0,0,0,0,0,48,1
newsmap,1,4,1,1,1,1,0,216,2,0.009323,5,2,6,0,0,0,0,0,5,0.031982,2,0.004965,134,1
newTestSurvRec,1,0,0,1,1,0,0,448,13,0.040375,2,0,0,0,0,0,0,0,7,0.033736,0,0,52,1
nFactors,1,0,1,5,0,0,0,589,29,0.042659,1,1,9,0,0,0,0,0,1,0.001035,0,0,82,1
nFCA,3,0,0,0,0,0,0,289,1,0.094314,0,0,0,0,0,0,0,0,1,4.3e-4,0,0,44,1
NFP,1,10,5,2,1,1,0,513,10,0.033473,49,4,0,9,1,0.015693,0,0,1,1.049692,2,0.00303,291,1
NFWdist,1,0,3,1,0,0,0,182,1,0.002239,1,0,0,0,1,0.002571,0,0,0,0,0,0,52,1
ngram,1,1,0,1,1,1,0,468,16,0.027005,2,15,1,8,1,9.04e-4,12,0.031937,0,0,0,0,85,1
ngramrr,1,2,2,1,1,1,0,158,2,0.004799,2,3,0,0,0,0,0,0,0,0,2,0.001124,51,1
ngspatial,1,0,2,2,1,0,0,393,6,0.089004,4,5,6,0,0,0,4,0.013221,1,0.120256,0,0,100,1
ngstk,1,7,4,1,1,1,0,141,16,0.076664,12,34,0,0,1,0.009493,0,0,0,0,14,0.018258,103,1
NHANES,1,0,1,1,0,0,0,170,1,0.018418,0,0,0,0,0,0,0,0,2,1.26619,0,0,50,1
nhanesA,1,6,2,1,1,0,0,144,1,0.039173,20,10,0,0,1,0.010652,0,0,0,0,0,0,404,1
NHEMOtree,1,0,0,4,0,0,0,350,90,0.156383,4,5,2,0,0,0,0,0,0,0,0,0,129,1
NHLData,1,0,0,1,0,0,0,80,0,0,0,0,0,0,0,0,0,0,98,0.344625,0,0,36,1
nhlscrapr,2,4,0,1,0,0,0,70,8,0.118927,0,1,0,0,0,0,3,0.038369,4,0.333753,0,0,67,1
NHMSAR,1,4,0,0,0,0,0,293,77,0.169621,1,1,0,0,0,0,0,0,4,1.138651,0,0,112,1
NHPoisson,1,3,0,1,0,0,0,116,34,0.04808,4,0,0,1,0,0,0,0,1,0.218325,0,0,113,1
nhstplot,1,3,2,1,1,0,0,936,4,0.051733,0,4,0,0,1,0.006165,0,0,0,0,0,0,108,1
nicheROVER,1,0,1,2,0,0,0,884,13,0.062871,1,11,0,0,1,0.00659,0,0,1,0.002488,0,0,111,1
NightDay,1,0,0,2,0,0,0,54,2,0.004093,2,0,1,0,0,0,0,0,0,0,0,0,43,1
nilde,4,2,0,1,0,0,0,296,4,0.0197,2,1,4,0,0,0,0,0,0,0,0,0,51,1
nima,1,13,3,1,1,1,0,384,15,0.019,32,21,0,0,0,0,0,0,0,0,10,0.004942,91,1
nimble,8,4,9,1,1,0,0,1041,97,2.351393,7,220,3,0,0,0,4,0.00221,0,0,0,0,234,1
nipals,1,0,3,1,1,1,0,224,2,0.010371,2,1,0,0,3,0.019175,0,0,1,0.001687,2,0.006563,88,1
Nippon,5,0,0,1,0,0,0,162,9,0.017853,3,0,0,0,0,0,6,0.006213,3,0.005391,0,0,69,1
NipponMap,1,2,2,0,0,0,0,79,2,0.002091,5,0,0,0,0,0,0,0,0,0,0,0,72,1
NIPTeR,2,4,2,1,1,0,0,70,17,0.082718,8,18,10,0,1,0.037282,0,0,0,0,0,0,178,1
NIRStat,1,0,0,4,0,0,0,427,6,0.012063,3,1,0,0,0,0,0,0,0,0,0,0,128,1
NISTnls,1,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
NISTunits,1,0,0,1,0,0,0,228,4,0.146684,0,0,0,0,0,0,0,0,3,0.018481,0,0,121,1
NITPicker,1,0,2,4,1,0,0,418,1,0.021508,1,0,0,0,1,0.006571,0,0,0,0,0,0,90,1
nitrcbot,1,0,4,5,1,0,0,119,10,0.021729,13,11,0,0,1,0.010419,0,0,0,0,10,0.005344,68,1
NitrogenUptake2016,5,0,8,4,1,1,0,456,9,0.024148,5,5,0,0,2,0.176354,0,0,4,0.078066,0,0,147,1
nivm,1,0,0,3,0,0,0,105,2,0.035418,4,1,2,0,0,0,0,0,0,0,0,0,37,1
nlaR,1,1,8,1,1,1,0,229,5,0.005668,4,2,0,0,0,0,0,0,0,0,0,0,53,1
NlcOptim,2,1,0,2,1,0,0,190,2,0.035759,3,1,0,0,0,0,0,0,0,0,0,0,44,1
nlcv,2,13,2,4,1,0,0,927,17,0.064383,61,9,8,1,1,0.031339,0,0,10,1.164576,0,0,358,1
nleqslv,1,0,0,0,0,0,0,312,3,0.008864,0,3,1,0,0,0,23,0.177637,0,0,0,0,85,1
nlgeocoder,1,1,6,1,1,1,0,271,12,0.013743,0,7,0,0,1,0.003543,0,0,1,3.15e-4,5,0.005844,69,1
NlinTS,1,3,0,1,1,0,0,672,1,0.010959,3,0,0,0,0,0,15,0.089875,0,0,0,0,119,1
nlirms,2,3,0,0,0,0,0,310,10,0.021207,3,10,1,0,0,0,0,0,0,0,0,0,46,1
nlme,1,4,2,1,0,0,0,67,19,0.572715,4,4,436,0,0,0,17,0.136097,41,0.166214,0,0,441,1
nlmeODE,1,0,0,4,0,0,0,110,1,0.041587,1,0,0,0,0,0,0,0,0,0,0,0,55,1
nlmeU,2,1,6,1,0,0,0,260,5,0.03926,4,5,5,0,0,0,0,0,8,0.047311,0,0,56,1
nlmixr,1,25,13,1,1,1,0,374,42,0.479755,100,98,72,0,2,0.036591,17,0.205299,13,0.304299,61,3.788677,269,1
NLMR,1,10,6,1,1,1,0,734,18,0.054647,1,15,0,0,1,0.004068,9,0.017781,0,0,16,0.01259,212,1
nlmrt,1,0,5,1,0,0,0,673,10,0.041336,1,1,3,0,1,0.024141,0,0,0,0,0,0,63,1
nlnet,2,11,0,0,0,0,0,185,6,0.032952,21,0,0,0,0,0,0,0,0,0,0,0,139,1
nloptr,2,0,4,0,1,0,0,643,25,0.13901,0,25,1,0,1,0.014936,7,0.051047,0,0,12,0.034379,121,1
NLP,1,1,0,1,0,0,0,58,22,0.087038,0,29,167,0,0,0,0,0,0,0,0,0,41,1
NLPutils,1,4,0,0,0,0,0,42,5,0.001955,3,1,0,0,0,0,0,0,0,0,0,0,152,1
nlr,1,8,0,2,0,0,0,500,80,0.484543,10,1,0,0,0,0,0,0,41,0.427772,0,0,196,1
nlreg,2,0,4,3,0,0,0,115,2,0.146982,4,0,31,0,0,0,0,0,11,0.006549,0,0,95,1
NLRoot,4,0,0,0,0,0,0,71,4,0.002091,0,0,0,0,0,0,0,0,0,0,0,0,25,1
nlrr,1,2,0,1,0,0,0,77,2,0.003285,12,2,0,0,0,0,0,0,1,0.018095,0,0,143,1
nls.multstart,1,5,4,1,1,0,0,177,2,0.012111,0,1,0,0,0,0,0,0,1,0.006541,1,0.002833,59,1
nls2,1,0,1,1,0,0,0,53,1,0.003695,0,0,0,0,0,0,0,0,0,0,0,0,45,1
nlsem,1,4,0,4,0,0,0,103,8,0.08744,5,1,24,0,0,0,0,0,0,0,0,0,74,1
nlshelper,1,0,0,5,1,0,0,120,7,0.021635,22,6,1,0,0,0,0,0,0,0,0,0,123,1
nlshrink,1,4,0,1,1,0,0,143,8,0.040052,6,7,0,0,0,0,0,0,0,0,0,0,57,1
nlsMicrobio,1,0,0,2,0,0,0,78,4,0.004838,2,24,0,0,0,0,0,0,10,0.004809,0,0,45,1
nlsmsn,2,0,0,1,0,0,0,75,3,0.050315,0,0,0,0,0,0,0,0,0,0,0,0,40,1
nlsr,1,1,9,1,0,0,0,441,9,0.047122,2,1,4,0,3,0.085586,0,0,0,0,0,0,83,1
nlsrk,1,0,0,1,0,0,0,117,11,0.014574,0,0,0,0,0,0,0,0,4,0.003765,0,0,45,1
nlstimedist,1,6,3,1,1,1,0,243,10,0.019578,5,16,2,0,1,0.010223,0,0,3,0.001057,5,0.008839,107,1
nlstools,4,0,0,1,0,0,0,90,9,0.024378,3,9,12,0,0,0,0,0,4,0.001586,0,0,53,1
NlsyLinks,6,2,8,2,1,1,1,165,23,0.100724,1,21,0,1,3,0.061555,0,0,5,1.986188,11,0.232729,193,1
nlt,2,0,0,2,0,0,0,130,5,0.007625,3,0,0,0,0,0,0,0,0,0,0,0,47,1
nlts,1,0,0,3,1,0,0,157,2,0.050085,22,12,12,0,0,0,0,0,1,2.14e-4,0,0,37,1
nLTT,1,4,11,0,1,1,0,271,12,0.050513,0,20,0,0,6,0.030431,0,0,1,0.046812,18,0.044195,357,1
nlWaldTest,1,0,0,1,0,0,0,242,3,0.007543,1,0,0,0,0,0,0,0,1,7.51e-4,0,0,71,1
nmaINLA,1,0,3,1,1,1,0,322,21,0.052354,0,5,2,0,1,0.012819,0,0,14,0.008941,1,0.002771,131,1
nmathresh,1,6,3,1,1,0,0,275,7,0.07815,6,7,1,0,1,0.035742,0,0,4,0.2596,0,0,140,1
NMF,2,13,12,7,1,1,0,400,47,0.775394,19,166,19,14,2,0.075096,5,0.027221,1,0.294808,0,0,873,1
nmfem,1,5,3,1,1,0,0,257,5,0.031984,11,4,0,0,1,0.002562,0,0,1,1.076861,0,0,93,1
nmfgpu4R,4,7,1,1,1,1,0,332,4,0.033752,6,5,5,0,0,0,9,0.056713,0,0,0,0,112,1
NMFN,1,0,0,0,0,0,0,33,1,0.041457,0,0,0,0,0,0,0,0,0,0,0,0,27,1
NMI,1,0,0,1,1,0,0,99,1,0.001382,0,1,0,0,0,0,0,0,0,0,0,0,25,1
Nmisc,1,8,3,1,1,1,0,397,10,0.025234,4,20,0,0,0,0,0,0,0,0,8,0.01742,61,1
nmixgof,1,2,0,1,1,1,0,200,4,0.015338,12,5,0,0,0,0,2,0.00445,1,0.002327,0,0,169,1
NMOF,1,5,3,1,0,0,0,458,35,0.095131,4,1,2,0,9,0.070456,0,0,3,0.763053,0,0,221,1
nmslibR,1,6,4,1,1,1,0,810,4,0.026782,10,5,0,0,1,0.013948,5,0.005877,0,0,1,0.019366,211,1
nmw,1,0,0,2,0,0,0,249,6,0.015496,2,0,0,0,0,0,0,0,0,0,0,0,61,1
nna,1,0,0,1,1,0,0,439,1,0.002028,1,1,0,0,0,0,0,0,0,0,0,0,34,1
nnet,1,0,1,3,0,0,0,108,4,0.031903,2,2,20,0,0,0,1,0.017272,0,0,0,0,43,1
nnetpredint,1,2,3,0,0,0,0,207,3,0.014416,3,3,8,0,0,0,0,0,0,0,0,0,54,1
nnfor,1,6,1,1,1,0,0,318,12,0.092243,34,6,10,0,0,0,0,0,0,0,0,0,116,1
nngeo,1,6,3,2,1,0,0,321,10,0.018244,3,4,0,0,1,0.006937,2,0.004666,3,0.049712,2,0.002311,151,1
nnlasso,1,0,0,1,0,0,0,482,1,0.025023,1,1,3,0,0,0,0,0,1,0.005768,0,0,49,1
NNLM,1,3,6,1,1,1,0,439,5,0.026588,3,3,2,0,1,0.03724,8,0.025148,1,0.084647,2,0.004659,468,1
nnls,1,0,0,0,0,0,0,180,2,0.003562,0,0,10,0,0,0,2,0.027919,0,0,0,0,46,1
NNMIS,3,4,0,1,1,0,0,467,7,0.031875,0,5,1,0,0,0,0,0,0,0,0,0,44,1
NNS,1,0,2,4,1,0,0,622,29,0.168578,35,35,0,0,4,0.01964,0,0,0,0,0,0,225,1
NNTbiomarker,1,5,5,0,0,0,0,1047,10,0.040963,9,5,0,0,3,0.009212,0,0,0,0,0,0,104,1
nnTensor,3,5,1,1,0,1,0,356,7,0.026669000000000002,6,1,0,0,0,0,0,0,0,0,6,0.004183,212,1
noaastormevents,1,16,6,1,1,1,0,449,7,0.038868,2,6,0,0,2,0.066904,0,0,0,0,3,0.006344,88,1
NOAAWeather,2,14,3,1,1,0,0,601,12,0.03096,16,7,0,0,1,0.004092,0,0,4,1.843172,0,0,171,1
nodbi,1,2,6,1,1,1,0,238,12,0.016018,2,9,21,0,0,0,0,0,1,0.331352,5,0.004192,49,1
nodeHarvest,1,3,0,0,0,0,0,575,14,0.020904,2,1,3,0,0,0,0,0,1,0.01662,0,0,36,1
nodiv,1,6,4,1,0,1,0,639,11,0.115602,24,0,19,0,0,0,0,0,1,0.254952,4,0.0057539999999999996,155,1
nofrills,1,1,2,1,1,1,0,160,6,0.015714,1,5,0,0,0,0,0,0,0,0,7,0.01264,42,1
noia,3,0,0,1,0,0,0,570,53,0.06188,1,0,6,0,0,0,0,0,2,1.64e-4,0,0,43,1
noise,1,1,0,1,0,0,0,515,5,0.004889,2,4,0,0,0,0,0,0,2,0.574472,0,0,36,1
NoiseFiltersR,1,11,3,1,1,0,0,126,25,0.226309,3,30,64,0,1,0.022562,0,0,0,0,3,0.001843,110,1
nomclust,1,2,0,0,1,0,0,82,25,0.067155,3,16,0,0,0,0,0,0,1,2.08e-4,0,0,39,1
NominalLogisticBiplot,2,0,0,4,0,0,0,858,15,0.103363,0,1,2,0,0,0,0,0,3,0.005017,0,0,113,1
nomisr,1,8,6,1,1,1,0,336,13,0.033868,14,8,0,0,1,0.007888,0,0,0,0,8,0.007646,166,1
nomogramEx,2,2,0,0,0,0,0,315,1,0.002759,6,1,0,0,0,0,0,0,0,0,0,0,124,1
noncensus,1,0,0,1,0,1,0,110,1,0.006864,0,0,0,0,0,0,0,0,5,0.51128,0,0,29,1
NonCompart,1,0,0,1,0,0,0,656,13,0.028444,4,0,0,0,0,0,0,0,0,0,0,0,34,1
noncompliance,1,2,1,0,1,0,0,360,3,0.028153,4,11,0,0,0,0,2,0.029614,0,0,3,0.004247,138,1
noncomplyR,1,2,1,0,1,0,0,528,2,0.041988,1,3,0,0,1,0.009321,0,0,0,0,0,0,133,1
nonet,1,11,4,1,1,0,0,388,2,0.006979,6,2,0,0,3,0.016135,0,0,1,0.025899,4,0.007913,274,1
nonlinearICP,2,5,1,1,1,1,0,451,8,0.029494,2,1,1,0,0,0,0,0,1,0.011885,1,0.002516,229,1
nonlinearTseries,1,8,3,1,1,1,0,497,25,0.184629,29,45,38,0,1,0.011739,42,0.23261,0,0,12,0.02118,209,1
nonmem2R,1,5,0,2,1,0,0,158,6,0.111952,31,24,3,0,0,0,0,0,0,0,0,0,88,1
nonmemica,1,10,4,0,1,0,0,288,15,0.147217,14,81,130,0,1,0.011858,0,0,0,0,0,0,120,1
nonnest2,1,4,9,1,1,0,0,408,3,0.036737,22,3,16,0,1,0.009009,0,0,0,0,1,0.014669,73,1
nonpar,1,1,0,1,0,0,0,172,5,0.01965,1,0,0,0,0,0,0,0,0,0,0,0,35,1
nonparaeff,2,0,1,8,0,0,0,180,16,0.034858,0,15,0,0,0,0,0,0,0,0,0,0,161,1
Nonpareil,1,1,0,1,0,0,0,105,1,0.025684,4,1,7,0,0,0,0,0,0,0,0,0,34,1
NonpModelCheck,1,1,0,2,0,0,0,398,5,0.059745,4,1,10,0,0,0,4,0.019946,0,0,0,0,52,1
nonrandom,1,0,1,1,0,0,0,338,101,0.384794,0,1,74,0,0,0,0,0,2,0.037313,0,0,135,1
nontarget,1,0,0,3,0,0,0,400,18,0.203423,7,0,0,0,0,0,4,0.126712,1,0.099506,0,0,115,1
nontargetData,2,0,0,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,1,3.516108,0,0,21,1
nopaco,1,4,1,0,1,0,0,111,5,0.032378,13,4,0,4,1,0.008715,9,0.035984,1,0.00366,0,0,119,1
nopp,2,0,0,3,0,0,0,120,6,0.02448,6,0,2,0,0,0,0,0,3,0.021545,0,0,66,1
nor1mix,1,2,1,0,0,0,0,287,5,0.042745,2,1,6,0,0,0,0,0,0,0,0,0,38,1
nord,1,1,1,1,1,0,0,82,3,0.006056,6,6,0,0,0,0,0,0,0,0,1,1.22e-4,68,1
nordklimdata1,1,0,0,1,0,0,0,398,0,0,0,0,0,0,0,0,0,0,2,0.801843,0,0,24,1
norm,1,0,0,0,0,0,0,60,2,0.012122,0,1,0,0,0,0,1,0.029907,1,4.56e-4,0,0,41,1
norm2,1,1,0,1,0,0,0,145,2,0.063786,1,24,19,0,0,0,12,0.295723,0,0,0,0,69,1
NORMA,2,0,0,1,1,0,0,209,1,0.023978,1,20,0,0,0,0,0,0,0,0,0,0,28,1
NormalBetaPrime,2,10,0,1,0,0,0,440,6,0.067599,10,5,0,0,0,0,0,0,3,3.677081,0,0,121,1
NormalGamma,1,0,0,2,0,0,0,541,1,0.010469,0,0,0,0,0,0,0,0,1,0.165013,0,0,55,1
NormalizeMets,2,12,0,1,1,0,0,367,48,0.229848,0,1,2,0,1,0.023882,0,0,7,0.251936,0,0,278,1
NormalLaplace,2,2,1,1,0,0,0,218,8,0.020093,10,1,6,0,0,0,0,0,0,0,0,0,39,1
normalp,1,0,0,1,0,0,0,282,17,0.014847,3,0,12,0,0,0,0,0,0,0,0,0,32,1
normalr,1,6,2,1,1,1,0,1115,5,0.00499,11,4,0,0,0,0,0,0,1,0.005586,0,0,67,1
NormExpression,2,0,0,1,0,0,0,453,3,0.024862,3,0,0,0,0,0,0,0,4,0.713595,0,0,34,1
NormPsy,2,2,0,1,0,0,0,479,3,0.011409,4,0,1,0,0,0,3,0.022141,0,0,0,0,90,1
NORMT3,1,0,0,1,0,0,0,337,9,0.001743,0,0,0,0,0,0,3,0.008578,0,0,0,0,31,1
normtest,2,0,0,0,0,0,0,47,10,0.005404,0,0,0,0,0,0,0,0,0,0,0,0,34,1
normwhn.test,1,0,0,0,0,0,0,323,3,0.009856,0,0,0,0,0,0,0,0,0,0,0,0,29,1
norris,1,0,0,5,1,0,0,159,5,0.003656,4,5,0,0,0,0,0,0,0,0,0,0,58,1
NORRRM,1,2,0,1,0,0,0,347,4,0.084675,2,1,0,0,0,0,0,0,5,0.078893,0,0,93,1
NORTARA,1,2,1,1,0,1,0,522,9,0.034552,0,4,0,0,1,0.005581,0,0,0,0,0,0,61,1
nortest,1,1,0,0,0,0,0,69,5,0.004984,0,1,0,0,0,0,0,0,0,0,0,0,30,1
nortestARMA,1,0,0,2,0,0,0,85,2,0.001251,1,0,0,0,0,0,4,0.042086,2,0.005674,0,0,48,1
nos,1,3,0,1,1,1,0,404,12,0.034588,4,6,2,0,0,0,0,0,1,0.001659,0,0,83,1
nose,1,0,0,0,0,0,0,615,3,0.005727,0,0,0,0,0,0,0,0,0,0,0,0,30,1
NostalgiR,1,0,0,1,0,0,0,354,1,0.026167,4,0,0,0,0,0,0,0,0,0,0,0,26,1
not,3,0,0,3,1,0,0,476,8,0.035497,15,4,6,0,0,0,7,0.033696,0,0,0,0,44,1
notifyme,1,3,0,0,1,1,0,108,7,0.015209,1,7,0,0,0,0,0,0,0,0,0,0,36,1
notifyR,1,0,0,3,0,0,0,140,1,0.002363,2,0,0,0,0,0,0,0,0,0,0,0,37,1
nowcasting,1,13,2,1,1,1,0,287,21,0.115098,40,8,0,0,0,0,0,0,3,0.237012,0,0,91,1
noweb,1,0,0,1,0,0,0,51,2,0.016426,0,2,0,0,1,0.01413,0,0,1,7.07e-4,0,0,38,1
Nozzle.R1,1,0,0,0,0,1,0,420,1,0.111343,0,123,0,0,0,0,0,0,0,0,0,0,37,1
np,1,6,1,0,0,1,0,497,67,0.824495,7,1,218,0,3,0.19803,24,1.378563,5,0.103425,0,0,159,1
nparACT,1,5,0,0,0,0,0,1064,9,0.040361,2,0,0,0,0,0,0,0,1,0.043037,0,0,85,1
nparcomp,1,0,0,2,0,0,0,684,17,0.087317,1,0,10,0,0,0,0,0,7,0.001721,0,0,158,1
nparLD,6,0,0,2,0,0,0,496,10,0.134523,0,1,3,0,0,0,0,0,10,0.006339,0,0,57,1
nparMD,1,7,0,1,1,0,0,680,4,0.019243,7,2,0,0,0,0,0,0,2,0.003049,0,0,46,1
nparsurv,1,2,0,1,1,0,0,135,5,0.016429,5,1,1,0,0,0,0,0,0,0,0,0,65,1
NPBayesImputeCat,3,0,0,2,0,0,0,364,2,0.004226,2,0,0,0,0,0,19,0.093075,2,0.198116,0,0,92,1
npbr,3,5,0,4,0,0,0,637,21,0.036209,5,1,0,0,0,0,2,0.001449,5,0.041019,0,0,192,1
NPC,1,4,4,1,1,0,0,690,18,0.015132,0,2,0,0,0,0,0,0,0,0,0,0,55,1
NPCD,1,1,0,3,0,0,0,717,13,0.062457,3,1,9,0,0,0,0,0,3,0.008129,0,0,62,1
NPCirc,1,5,0,2,0,0,0,74,27,0.07127,6,1,4,0,0,0,0,0,0,0,0,0,107,1
