age,diet,height,location,date,Class
38,mostly anything,64,oakland,2012-06-28,other
29,NA,71,san francisco,2012-06-29,stem
35,NA,71,san francisco,2012-05-09,other
41,NA,64,albany,2012-05-28,stem
27,anything,70,oakland,2011-09-15,other
30,strictly vegetarian,73,san francisco,2012-06-30,stem
44,NA,66,el granada,2012-06-29,other
36,NA,69,san francisco,2012-06-26,other
39,mostly anything,72,san francisco,2011-09-27,stem
22,mostly vegetarian,62,berkeley,2012-06-21,other
43,NA,70,san francisco,2012-06-27,other
27,NA,63,san francisco,2012-02-26,other
48,mostly anything,68,oakland,2012-06-28,other
32,mostly anything,67,san francisco,2012-04-17,other
28,NA,63,oakland,2012-05-31,other
29,NA,66,oakland,2012-06-30,other
30,mostly anything,67,oakland,2012-06-30,other
31,strictly anything,67,san francisco,2012-06-30,other
39,NA,60,san francisco,2012-06-30,other
40,mostly anything,65,san francisco,2012-06-29,other
25,NA,69,san francisco,2012-06-25,other
27,mostly anything,62,san francisco,2012-06-29,other
39,anything,65,san francisco,2012-06-30,other
36,NA,65,daly city,2012-03-13,other
63,NA,71,san francisco,2011-07-09,other
50,NA,61,mill valley,2012-02-09,other
45,mostly anything,72,san francisco,2012-06-30,other
24,anything,67,alameda,2012-03-30,stem
41,NA,64,san francisco,2012-06-29,other
22,NA,68,san francisco,2012-06-30,other
32,mostly anything,62,san mateo,2012-06-24,other
46,NA,67,san francisco,2012-06-24,other
25,mostly anything,67,bayshore,2012-06-30,other
24,NA,67,san francisco,2012-06-23,other
43,strictly anything,64,san francisco,2012-06-27,other
23,NA,74,san francisco,2012-06-30,other
26,NA,70,san francisco,2012-06-30,other
36,mostly anything,72,san mateo,2012-06-29,stem
36,mostly anything,69,san francisco,2012-06-29,other
30,other,68,san francisco,2012-06-30,other
46,NA,76,san francisco,2012-06-30,other
38,mostly anything,65,emeryville,2012-06-26,other
32,anything,74,oakland,2011-07-28,other
24,NA,66,palo alto,2011-10-24,other
62,NA,66,daly city,2012-04-27,other
30,anything,69,oakland,2012-06-27,stem
25,mostly anything,67,san francisco,2012-06-30,other
24,mostly anything,71,san francisco,2012-06-30,other
26,NA,67,berkeley,2012-02-14,other
27,anything,66,san francisco,2011-09-21,other
46,mostly anything,69,san francisco,2012-06-29,other
23,mostly vegetarian,70,san francisco,2012-06-20,other
30,mostly anything,72,san francisco,2012-06-30,other
57,NA,65,san rafael,2012-06-30,other
44,mostly anything,62,menlo park,2012-06-24,other
32,mostly vegetarian,70,san francisco,2012-06-30,other
24,mostly other,67,san francisco,2012-04-20,other
31,mostly anything,66,oakland,2012-06-30,other
27,strictly anything,66,san francisco,2012-06-29,other
22,mostly anything,71,oakland,2012-06-21,other
26,mostly vegetarian,62,oakland,2012-06-28,other
31,NA,64,palo alto,2012-06-14,other
62,NA,62,berkeley,2012-06-27,other
27,NA,68,san francisco,2012-06-29,other
27,anything,67,san francisco,2012-06-29,other
43,anything,65,belmont,2012-06-25,other
32,mostly vegetarian,67,san francisco,2012-06-17,stem
38,NA,72,san francisco,2012-06-17,stem
31,strictly anything,71,berkeley,2012-06-28,other
32,NA,72,san francisco,2012-05-21,other
25,NA,60,san leandro,2012-03-18,other
21,mostly anything,69,san lorenzo,2012-06-30,other
36,mostly anything,68,hercules,2012-06-30,other
29,NA,67,san leandro,2012-06-28,other
39,NA,74,san francisco,2012-01-19,stem
32,anything,68,san francisco,2011-07-05,stem
40,strictly vegetarian,68,san francisco,2012-06-29,other
23,anything,61,daly city,2012-06-28,other
48,mostly vegetarian,72,el cerrito,2012-06-29,other
25,NA,64,oakland,2012-06-26,other
34,mostly anything,72,san francisco,2012-06-30,other
25,strictly other,66,benicia,2011-09-21,other
34,NA,68,san francisco,2012-06-25,stem
29,anything,68,san francisco,2012-06-30,other
22,strictly anything,62,san francisco,2012-06-26,other
25,mostly vegetarian,65,san francisco,2012-06-30,other
30,NA,68,san francisco,2012-04-21,other
20,NA,67,richmond,2011-09-05,other
25,strictly anything,67,san mateo,2012-06-30,stem
34,mostly anything,75,san francisco,2012-06-30,other
31,mostly vegetarian,68,san francisco,2012-02-07,other
42,mostly anything,62,san francisco,2012-06-27,other
26,NA,62,san francisco,2012-06-11,other
27,mostly vegan,65,san francisco,2012-04-28,other
32,NA,62,san francisco,2012-06-17,other
36,NA,68,san francisco,2012-06-30,other
28,strictly anything,69,san francisco,2012-05-30,other
39,NA,69,san mateo,2012-06-14,other
24,NA,62,san francisco,2012-06-29,other
55,NA,62,san pablo,2012-06-23,other
25,mostly vegetarian,67,vallejo,2012-06-28,other
26,NA,70,san leandro,2012-06-14,stem
39,mostly anything,72,san francisco,2012-06-30,stem
28,strictly anything,71,san rafael,2012-06-30,other
38,mostly anything,68,san francisco,2012-06-29,stem
33,anything,61,san francisco,2012-06-30,other
36,strictly other,68,san francisco,2012-06-30,other
30,strictly anything,67,san francisco,2012-06-30,other
32,mostly anything,66,san leandro,2012-06-26,other
41,strictly vegan,66,san francisco,2012-06-20,other
32,NA,76,san francisco,2012-06-21,stem
39,anything,64,berkeley,2012-06-30,other
27,NA,71,stanford,2012-05-22,other
51,mostly anything,64,san francisco,2012-06-30,other
40,strictly anything,65,oakland,2012-06-30,other
30,anything,67,daly city,2012-06-27,other
26,NA,74,san mateo,2012-06-29,other
29,mostly vegetarian,67,san francisco,2012-06-16,other
58,NA,65,oakland,2012-06-30,other
28,NA,69,san francisco,2012-06-30,other
29,NA,77,san francisco,2012-06-30,other
21,anything,72,castro valley,2012-04-16,other
48,mostly vegetarian,71,oakland,2012-02-11,stem
65,mostly anything,72,oakland,2012-06-30,other
51,NA,66,walnut creek,2012-06-30,other
35,NA,69,san francisco,2012-06-28,other
37,NA,72,san francisco,2011-07-24,stem
31,mostly anything,69,san francisco,2012-06-21,stem
31,mostly anything,72,san francisco,2012-06-30,other
27,mostly vegetarian,68,san francisco,2012-06-25,other
31,NA,66,san francisco,2012-06-26,other
30,anything,72,san francisco,2012-06-30,other
36,mostly anything,74,burlingame,2012-06-28,other
40,NA,69,oakland,2012-06-28,other
31,anything,67,san francisco,2012-06-23,other
21,strictly anything,76,fairfax,2012-06-06,other
50,strictly anything,67,san francisco,2012-06-30,other
25,NA,74,san francisco,2012-06-30,stem
29,NA,60,san francisco,2012-05-01,other
33,NA,66,berkeley,2012-04-10,other
51,mostly vegan,69,walnut creek,2012-06-25,stem
33,mostly anything,71,oakland,2012-06-28,other
32,NA,67,san francisco,2012-06-12,other
27,anything,75,san francisco,2012-06-29,other
35,mostly anything,70,san francisco,2012-06-29,other
33,NA,72,oakland,2012-06-20,other
25,NA,72,palo alto,2011-09-27,other
29,mostly anything,75,san francisco,2012-06-27,stem
27,NA,69,emeryville,2012-06-30,other
34,anything,77,san francisco,2012-06-30,other
24,NA,69,oakland,2012-01-14,other
43,NA,72,san francisco,2012-02-04,other
25,NA,73,san francisco,2012-06-24,other
28,mostly vegetarian,62,belmont,2012-06-29,other
34,strictly anything,66,san francisco,2012-06-30,other
26,NA,74,san francisco,2012-06-30,other
28,anything,67,san francisco,2012-06-28,other
34,mostly vegetarian,69,san francisco,2012-06-30,other
34,NA,69,san francisco,2011-07-29,other
26,mostly anything,69,oakland,2012-06-30,stem
31,mostly anything,71,san francisco,2012-05-23,stem
27,NA,65,hayward,2012-01-26,other
30,NA,66,burlingame,2012-06-26,other
42,NA,72,san francisco,2012-06-30,stem
52,mostly anything,68,oakland,2012-06-18,other
29,mostly vegan,74,mountain view,2012-06-24,stem
39,mostly vegetarian,72,san francisco,2012-06-30,stem
27,anything,66,san francisco,2012-06-25,other
20,NA,72,larkspur,2012-06-29,other
28,NA,70,san francisco,2011-12-07,other
28,mostly anything,67,oakland,2012-03-04,other
27,mostly anything,72,san francisco,2011-11-28,other
32,NA,68,san francisco,2012-06-30,other
33,NA,66,san francisco,2012-06-07,other
32,mostly anything,64,san francisco,2012-06-17,other
39,mostly anything,70,san francisco,2012-06-23,stem
45,NA,69,san francisco,2012-06-05,other
32,mostly anything,67,san francisco,2012-06-30,other
28,NA,69,san bruno,2011-08-21,other
32,anything,72,oakland,2012-06-30,other
34,NA,67,oakland,2012-06-14,other
30,mostly anything,72,san francisco,2012-06-06,stem
28,strictly anything,73,san francisco,2012-06-11,stem
46,NA,68,novato,2012-05-26,other
37,NA,75,san francisco,2012-06-26,stem
39,mostly anything,70,palo alto,2012-06-25,stem
21,NA,70,san francisco,2012-06-29,other
24,strictly anything,69,walnut creek,2012-06-29,stem
28,NA,72,belmont,2012-06-17,other
23,NA,68,alameda,2012-05-22,other
23,NA,71,san francisco,2012-06-28,other
43,mostly anything,72,walnut creek,2012-06-30,other
28,mostly other,65,san francisco,2012-06-27,other
26,NA,71,san francisco,2012-04-25,other
27,anything,71,berkeley,2012-06-17,other
30,NA,66,san leandro,2012-03-10,other
34,NA,68,san francisco,2012-06-24,stem
34,anything,70,san rafael,2012-06-30,other
25,mostly anything,73,san francisco,2012-06-29,other
31,strictly anything,70,san francisco,2011-10-06,other
27,strictly anything,71,san francisco,2012-06-30,stem
23,mostly anything,71,berkeley,2012-06-26,other
40,mostly anything,72,san francisco,2012-06-30,stem
37,mostly anything,73,san francisco,2012-06-30,stem
41,mostly anything,69,san francisco,2012-06-28,stem
49,anything,68,san francisco,2012-06-30,other
22,mostly anything,68,stanford,2012-06-30,other
57,NA,65,san anselmo,2012-06-28,other
45,strictly anything,72,vallejo,2012-03-24,other
45,strictly anything,60,vallejo,2012-04-24,other
31,NA,65,san francisco,2012-06-30,stem
32,NA,68,oakland,2012-06-28,other
32,mostly anything,68,san francisco,2012-01-19,other
33,NA,72,walnut creek,2012-06-17,stem
27,NA,70,san francisco,2012-06-11,stem
45,NA,74,el cerrito,2012-06-30,other
65,NA,74,berkeley,2012-06-29,stem
43,NA,65,san francisco,2012-06-30,other
29,mostly anything,73,san francisco,2012-06-30,other
27,mostly anything,67,el sobrante,2012-05-13,other
26,mostly anything,69,san francisco,2012-06-26,other
24,NA,65,san francisco,2012-06-16,other
26,mostly anything,70,san francisco,2012-03-08,stem
48,mostly anything,72,berkeley,2012-06-30,stem
27,NA,70,san francisco,2012-04-25,other
51,mostly anything,76,san francisco,2012-06-29,other
37,NA,71,san mateo,2012-04-24,stem
32,NA,65,daly city,2012-06-30,other
32,anything,67,san francisco,2011-10-11,other
30,mostly vegetarian,64,san francisco,2012-06-27,other
53,NA,71,hayward,2012-06-30,other
27,NA,66,oakland,2012-06-10,other
25,mostly anything,71,san francisco,2012-06-30,stem
26,mostly other,63,san rafael,2012-06-21,other
24,NA,68,hayward,2012-04-29,other
25,mostly other,69,san francisco,2012-05-16,other
23,strictly anything,72,walnut creek,2012-02-16,other
28,NA,64,south san francisco,2012-05-09,other
33,mostly other,67,san francisco,2012-04-12,other
54,mostly anything,74,san francisco,2012-06-30,other
61,mostly other,65,el cerrito,2012-06-29,other
21,NA,71,vallejo,2012-06-14,other
39,NA,67,san francisco,2012-06-29,other
32,anything,74,burlingame,2012-06-29,other
37,NA,70,san francisco,2012-06-28,stem
30,mostly anything,68,san francisco,2012-06-25,other
24,mostly anything,73,berkeley,2012-06-28,stem
27,NA,74,san francisco,2012-05-18,other
37,NA,74,san francisco,2012-06-30,other
34,NA,73,corte madera,2012-04-17,other
27,NA,62,san rafael,2012-03-11,other
28,strictly anything,62,oakland,2012-06-08,stem
63,mostly anything,64,san francisco,2012-06-29,other
57,NA,65,san pablo,2012-06-21,other
20,mostly anything,65,berkeley,2012-06-30,other
27,mostly anything,61,san francisco,2012-06-29,other
27,NA,79,san francisco,2012-06-22,stem
29,strictly vegan,72,san francisco,2012-06-30,other
50,NA,66,hayward,2012-02-01,other
43,NA,73,san francisco,2012-06-30,other
28,NA,75,palo alto,2011-09-14,stem
57,anything,63,sausalito,2011-11-29,other
24,NA,72,palo alto,2012-06-26,stem
50,mostly anything,65,san francisco,2012-06-29,stem
29,mostly anything,71,san francisco,2012-03-01,other
29,NA,72,richmond,2012-06-27,other
29,NA,72,berkeley,2011-11-18,stem
20,anything,83,san leandro,2012-06-30,other
37,mostly anything,65,san francisco,2012-06-27,other
26,NA,67,san francisco,2011-10-23,other
31,NA,68,san francisco,2012-06-30,stem
33,NA,71,san francisco,2012-05-16,other
25,mostly anything,69,san francisco,2012-04-19,other
29,mostly anything,72,san francisco,2012-06-17,other
37,NA,67,san francisco,2012-06-30,stem
26,NA,64,san francisco,2012-06-30,other
23,strictly other,63,moraga,2012-06-23,other
29,mostly anything,64,san francisco,2012-06-04,other
29,anything,62,san francisco,2012-05-30,stem
50,mostly anything,65,alameda,2012-04-27,other
36,mostly other,67,sausalito,2012-06-30,other
24,mostly anything,71,san francisco,2012-04-03,other
36,NA,70,san francisco,2011-07-17,other
42,anything,79,vallejo,2011-11-18,other
24,NA,72,san francisco,2012-06-28,other
46,NA,73,san francisco,2012-06-29,stem
24,NA,64,san francisco,2012-06-25,other
33,NA,69,san francisco,2012-06-30,other
42,NA,68,san francisco,2012-06-19,other
36,NA,73,berkeley,2012-04-25,other
42,strictly anything,70,oakland,2012-06-30,stem
54,mostly other,67,san leandro,2012-06-26,other
24,NA,63,san francisco,2012-06-30,other
29,mostly anything,67,san francisco,2012-06-30,stem
38,NA,65,san francisco,2012-06-27,other
26,NA,66,san francisco,2012-06-30,stem
34,NA,71,woodacre,2012-06-27,other
27,strictly anything,72,half moon bay,2012-06-30,other
39,NA,67,oakland,2012-06-24,other
24,anything,72,belmont,2012-06-29,stem
30,mostly anything,66,daly city,2012-02-02,other
38,anything,66,oakland,2012-02-21,other
48,NA,65,oakland,2012-06-30,other
26,mostly anything,71,san francisco,2012-06-12,other
23,mostly anything,70,san pablo,2012-03-17,other
40,mostly anything,65,san francisco,2012-06-30,stem
27,NA,70,san francisco,2012-05-05,other
29,mostly vegetarian,64,san francisco,2012-06-30,other
26,mostly anything,69,oakland,2012-06-30,other
22,NA,67,san bruno,2012-06-27,other
22,anything,70,richmond,2012-04-22,other
35,anything,67,san francisco,2012-06-30,other
26,NA,63,san leandro,2011-10-21,other
25,mostly anything,68,san francisco,2012-06-29,stem
30,NA,65,oakland,2011-08-03,other
31,anything,67,san francisco,2012-06-30,stem
29,anything,66,san francisco,2012-05-16,stem
39,anything,75,san francisco,2012-03-15,stem
41,NA,66,san francisco,2012-06-04,stem
38,anything,66,san francisco,2012-06-30,other
52,mostly anything,67,lafayette,2012-01-01,other
30,strictly anything,67,san francisco,2012-06-30,other
59,NA,72,san francisco,2012-06-25,other
22,mostly anything,64,castro valley,2011-12-13,other
29,NA,71,san francisco,2012-06-29,other
44,mostly anything,70,berkeley,2012-06-30,other
25,NA,60,san francisco,2012-05-05,other
30,mostly anything,68,san francisco,2012-05-09,stem
27,NA,69,berkeley,2012-06-30,stem
44,anything,72,oakland,2012-06-26,other
26,strictly anything,62,berkeley,2012-06-29,stem
21,mostly vegetarian,66,san francisco,2012-06-26,other
62,NA,62,berkeley,2012-06-30,other
28,NA,68,san francisco,2012-06-29,stem
40,NA,68,berkeley,2012-06-27,other
29,mostly anything,70,san francisco,2012-05-16,other
24,mostly anything,72,burlingame,2011-09-30,other
33,mostly anything,65,san francisco,2012-06-30,stem
32,NA,69,san leandro,2012-06-30,stem
23,NA,70,san francisco,2011-09-19,other
52,strictly vegetarian,68,novato,2012-06-01,other
19,mostly anything,65,berkeley,2012-05-24,other
30,NA,67,san francisco,2012-06-24,stem
24,mostly anything,75,san francisco,2012-06-30,stem
60,NA,72,novato,2012-06-14,other
31,NA,67,san francisco,2012-01-02,other
37,mostly vegetarian,72,san francisco,2012-06-25,other
26,anything,63,san francisco,2012-06-30,stem
25,strictly anything,64,san francisco,2012-06-30,stem
37,mostly anything,68,san francisco,2012-06-04,stem
37,mostly other,59,san francisco,2012-06-30,other
30,anything,69,menlo park,2012-05-31,other
35,mostly anything,66,san francisco,2012-06-30,other
30,mostly anything,70,larkspur,2012-03-14,other
39,anything,75,berkeley,2012-06-30,other
46,mostly vegetarian,72,san francisco,2012-06-30,stem
20,NA,63,san francisco,2012-06-29,other
34,mostly anything,76,palo alto,2012-06-30,other
40,NA,64,san francisco,2012-06-28,other
37,mostly anything,68,palo alto,2012-06-22,stem
24,mostly anything,66,san francisco,2012-06-08,stem
33,mostly other,67,san rafael,2012-06-30,other
31,anything,70,san francisco,2012-06-30,stem
29,NA,65,walnut creek,2012-06-30,other
37,mostly anything,67,burlingame,2012-06-29,stem
36,NA,71,oakland,2012-06-28,stem
24,anything,66,berkeley,2012-06-30,stem
34,mostly anything,64,san francisco,2012-06-29,other
33,strictly anything,70,berkeley,2012-06-26,other
30,mostly vegetarian,66,san francisco,2012-04-19,other
40,strictly anything,72,san francisco,2011-11-11,other
28,NA,69,san francisco,2012-06-30,other
34,mostly anything,66,san francisco,2012-06-25,other
31,vegetarian,67,san francisco,2012-06-30,other
43,anything,74,san francisco,2012-02-20,other
29,mostly anything,72,san francisco,2012-06-30,other
41,mostly anything,64,san francisco,2012-06-28,other
40,mostly anything,67,stinson beach,2012-06-30,other
30,NA,72,san francisco,2012-06-30,other
27,strictly anything,70,san francisco,2012-06-15,other
28,NA,61,san francisco,2012-06-29,other
24,NA,66,corte madera,2012-03-28,other
22,mostly kosher,65,belmont,2012-06-29,other
27,NA,69,san francisco,2012-06-30,other
20,NA,68,san francisco,2012-06-22,other
28,mostly vegetarian,71,san francisco,2012-06-29,other
33,mostly anything,68,san francisco,2012-06-21,stem
38,mostly anything,68,san francisco,2012-05-28,stem
